欠压160V,欠压180V,欠压200V,正常220V,老化10Ω,老化50Ω,线圈卡涩,过压240V
3.61333 ,5.60667 ,7.08333 ,8.06333 ,7.28667 ,5.11000 ,7.89333 ,8.64000 
3.55333 ,5.57667 ,7.07333 ,8.04000 ,7.26000 ,5.19667 ,7.89667 ,8.59000 
3.54000 ,5.59667 ,7.06000 ,8.00333 ,7.14667 ,5.28667 ,7.85000 ,8.58000 
3.51000 ,5.62000 ,7.08333 ,8.09000 ,7.22000 ,5.28667 ,7.78333 ,8.62667 
3.51000 ,5.65000 ,7.14000 ,8.12000 ,7.28000 ,5.28000 ,7.86333 ,8.65667 
3.48667 ,5.65667 ,7.13333 ,8.15000 ,7.33333 ,5.25667 ,7.94667 ,8.67667 
3.45000 ,5.69333 ,7.14333 ,8.11333 ,7.28000 ,5.25000 ,7.91667 ,8.69333 
3.53333 ,5.76000 ,7.12000 ,8.08333 ,7.26000 ,5.24333 ,7.87333 ,8.71333 
3.48667 ,5.79667 ,7.18667 ,8.06333 ,7.15333 ,5.26333 ,7.86667 ,8.65333 
3.46667 ,5.80667 ,7.16333 ,8.04000 ,7.23000 ,5.30000 ,7.83667 ,8.60333 
3.40000 ,5.83667 ,7.07333 ,8.05333 ,7.21333 ,5.36000 ,7.80000 ,8.65667 
3.34667 ,5.76667 ,7.18000 ,8.04000 ,7.17667 ,5.39000 ,7.79000 ,8.71333 
3.41333 ,5.85667 ,7.21667 ,8.02667 ,7.25000 ,5.37000 ,7.83000 ,8.75000 
3.40667 ,5.92333 ,7.25333 ,8.09333 ,7.25667 ,5.42000 ,7.85667 ,8.71333 
3.38333 ,5.95333 ,7.20000 ,8.13667 ,7.33333 ,5.37667 ,7.87333 ,8.66333 
3.32333 ,5.93000 ,7.17000 ,8.12000 ,7.28667 ,5.37000 ,7.91000 ,8.62000 
3.29333 ,5.95333 ,7.16333 ,8.08333 ,7.27333 ,5.46333 ,7.87333 ,8.62000 
3.23000 ,5.89333 ,7.16333 ,8.02667 ,7.23667 ,5.48000 ,7.87333 ,8.59667 
3.20667 ,5.89333 ,7.14333 ,8.09333 ,7.15333 ,5.54000 ,7.80000 ,8.60333 
3.08667 ,5.91000 ,7.15000 ,8.15667 ,7.29333 ,5.51000 ,7.82000 ,8.66333 
3.15667 ,5.94667 ,7.21000 ,8.15667 ,7.28000 ,5.48000 ,7.89667 ,8.68333 
3.15667 ,5.98333 ,7.22333 ,8.09333 ,7.32667 ,5.47333 ,7.96667 ,8.70000 
3.11667 ,6.02667 ,7.24333 ,8.12000 ,7.30333 ,5.46333 ,7.90333 ,8.70000 
3.11000 ,6.05000 ,7.24333 ,8.07667 ,7.26667 ,5.47000 ,7.88000 ,8.68667 
3.03000 ,6.04000 ,7.23000 ,8.05667 ,7.26667 ,5.48667 ,7.83667 ,8.65333 
2.98333 ,6.08000 ,7.18667 ,7.97333 ,7.15667 ,5.53000 ,7.83667 ,8.58333 
2.89000 ,6.06333 ,7.14333 ,8.05667 ,7.25667 ,5.56667 ,7.80667 ,8.67667 
2.85333 ,5.99667 ,7.23667 ,8.09333 ,7.22000 ,5.61000 ,7.80667 ,8.75667 
2.88333 ,6.13667 ,7.29000 ,8.10000 ,7.26667 ,5.61333 ,7.83000 ,8.70667 
2.87333 ,6.16000 ,7.29000 ,8.13667 ,7.31667 ,5.59000 ,7.85000 ,8.71333 
2.85333 ,6.16667 ,7.24667 ,8.15667 ,7.32667 ,5.50000 ,7.87333 ,8.62667 
2.87333 ,6.14667 ,7.21667 ,8.12000 ,7.31667 ,5.55333 ,7.89333 ,8.65667 
2.86667 ,6.14667 ,7.21667 ,8.04000 ,7.29333 ,5.64333 ,7.89333 ,8.62000 
2.92667 ,6.13000 ,7.17667 ,8.02667 ,7.24333 ,5.67667 ,7.86333 ,8.63333 
2.98333 ,6.13667 ,7.19333 ,8.12667 ,7.31000 ,5.67000 ,7.76333 ,8.64000 
3.06000 ,6.13667 ,7.18667 ,8.19333 ,7.32333 ,5.57667 ,7.86667 ,8.66333 
3.09000 ,6.16667 ,7.23667 ,8.16667 ,7.39000 ,5.59000 ,7.93333 ,8.68667 
3.11000 ,6.19000 ,7.26667 ,8.14333 ,7.34667 ,5.59000 ,7.94000 ,8.70000 
3.23000 ,6.20333 ,7.25333 ,8.07667 ,7.32667 ,5.59667 ,7.88667 ,8.72333 
3.31000 ,6.25000 ,7.27333 ,8.09000 ,7.27333 ,5.61000 ,7.82667 ,8.68667 
3.36000 ,6.25000 ,7.24667 ,8.07667 ,7.26667 ,5.60333 ,7.82667 ,8.61667 
3.42667 ,6.24667 ,7.18000 ,8.06333 ,7.23000 ,5.65000 ,7.80667 ,8.65667 
3.40667 ,6.17333 ,7.24667 ,8.10000 ,7.25000 ,5.69333 ,7.80667 ,8.72333 
3.49333 ,6.22667 ,7.31333 ,8.10667 ,7.26667 ,5.68667 ,7.80667 ,8.76667 
3.55333 ,6.30000 ,7.33333 ,8.13000 ,7.28667 ,5.68667 ,7.85667 ,8.71333 
3.59000 ,6.33667 ,7.28333 ,8.15667 ,7.36333 ,5.65000 ,7.87333 ,8.67000 
3.57667 ,6.28667 ,7.20667 ,8.15667 ,7.31667 ,5.63333 ,7.89333 ,8.63333 
3.60333 ,6.28333 ,7.20667 ,8.10000 ,7.34667 ,5.67667 ,7.88667 ,8.63333 
3.62667 ,6.24000 ,7.23000 ,8.07000 ,7.25000 ,5.78000 ,7.85000 ,8.62667 
3.65000 ,6.27000 ,7.21000 ,8.12000 ,7.19333 ,5.77333 ,7.79333 ,8.61667 
3.67000 ,6.23333 ,7.23667 ,8.16667 ,7.32333 ,5.71333 ,7.83000 ,8.65667 
3.71000 ,6.25000 ,7.24667 ,8.20333 ,7.36000 ,5.68000 ,7.88667 ,8.68667 
3.77333 ,6.30000 ,7.28333 ,8.15667 ,7.37000 ,5.66333 ,7.90333 ,8.71333 
3.81333 ,6.31667 ,7.32000 ,8.13667 ,7.32333 ,5.65000 ,7.90333 ,8.71333 
3.87667 ,6.34333 ,7.32000 ,8.09000 ,7.30333 ,5.67000 ,7.90333 ,8.67667 
3.88000 ,6.29333 ,7.28000 ,8.10000 ,7.28000 ,5.68000 ,7.82000 ,8.65667 
3.89333 ,6.33667 ,7.20667 ,8.05667 ,7.20667 ,5.70667 ,7.81333 ,8.58333 
3.89333 ,6.30667 ,7.20000 ,8.07667 ,7.25667 ,5.73667 ,7.79333 ,8.69333 
4.01667 ,6.26333 ,7.32000 ,8.14333 ,7.25000 ,5.68667 ,7.80000 ,8.74333 
4.05000 ,6.36667 ,7.32000 ,8.12667 ,7.30333 ,5.76000 ,7.82667 ,8.74333 
4.10000 ,6.36667 ,7.31333 ,8.15000 ,7.29667 ,5.74333 ,7.85000 ,8.71333 
4.10667 ,6.41000 ,7.30333 ,8.15667 ,7.31000 ,5.65000 ,7.87333 ,8.64000 
4.12000 ,6.36667 ,7.28000 ,8.14333 ,7.33333 ,5.71667 ,7.88667 ,8.64000 
4.12333 ,6.35333 ,7.28333 ,8.05667 ,7.32333 ,5.73667 ,7.89667 ,8.63333 
4.15333 ,6.31667 ,7.21000 ,8.03333 ,7.23667 ,5.80333 ,7.86667 ,8.63333 
4.18667 ,6.32333 ,7.24667 ,8.15000 ,7.28667 ,5.78333 ,7.76000 ,8.64667 
4.24000 ,6.33000 ,7.26000 ,8.18000 ,7.32667 ,5.76667 ,7.87333 ,8.67000 
4.29000 ,6.33667 ,7.26667 ,8.18000 ,7.40667 ,5.71333 ,7.93333 ,8.69333 
4.29000 ,6.35000 ,7.28000 ,8.15667 ,7.34667 ,5.70667 ,7.92333 ,8.71333 
4.35667 ,6.38000 ,7.31333 ,8.10667 ,7.33333 ,5.69333 ,7.89333 ,8.72333 
4.43333 ,6.41667 ,7.31333 ,8.10667 ,7.26000 ,5.70667 ,7.78333 ,8.68667 
4.47667 ,6.41000 ,7.28333 ,8.10000 ,7.28000 ,5.73000 ,7.82667 ,8.61000 
4.47667 ,6.38000 ,7.18667 ,8.05333 ,7.25000 ,5.74667 ,7.81333 ,8.66333 
4.47000 ,6.28667 ,7.28333 ,8.07000 ,7.26000 ,5.78000 ,7.80000 ,8.72333 
4.60333 ,6.39000 ,7.33333 ,8.14333 ,7.26000 ,5.76667 ,7.81333 ,8.74333 
4.66000 ,6.46333 ,7.34000 ,8.12667 ,7.32333 ,5.79667 ,7.85000 ,8.72000 
4.66000 ,6.45667 ,7.29667 ,8.15667 ,7.33333 ,5.70667 ,7.86333 ,8.68333 
4.64667 ,6.42667 ,7.29000 ,8.16000 ,7.33333 ,5.71333 ,7.90333 ,8.65667 
4.70333 ,6.41667 ,7.26667 ,8.13667 ,7.32333 ,5.78000 ,7.88000 ,8.65333 
4.69000 ,6.39667 ,7.25333 ,8.08333 ,7.21333 ,5.80333 ,7.84333 ,8.64000 
4.71333 ,6.37333 ,7.23000 ,8.10667 ,7.19000 ,5.83333 ,7.76333 ,8.62000 
4.73333 ,6.36000 ,7.24333 ,8.15667 ,7.32667 ,5.74333 ,7.79333 ,8.67000 
4.78000 ,6.36667 ,7.28000 ,8.22333 ,7.38333 ,5.73667 ,7.90333 ,8.68667 
4.83000 ,6.39667 ,7.31000 ,8.18667 ,7.39000 ,5.74333 ,7.94000 ,8.70667 
4.88333 ,6.42667 ,7.32667 ,8.14333 ,7.30333 ,5.71333 ,7.89333 ,8.71333 
4.92000 ,6.46333 ,7.30333 ,8.04667 ,7.31667 ,5.73000 ,7.88667 ,8.67667 
4.89000 ,6.35333 ,7.32000 ,8.09000 ,7.25000 ,5.71667 ,7.83667 ,8.64667 
4.90333 ,6.43333 ,7.21667 ,8.08333 ,7.28000 ,5.76667 ,7.83000 ,8.61667 
4.91000 ,6.40333 ,7.21000 ,8.07000 ,7.23667 ,5.78000 ,7.69667 ,8.68333 
4.95667 ,6.32333 ,7.31000 ,8.11333 ,7.27333 ,5.79667 ,7.80667 ,8.73667 
5.04333 ,6.45333 ,7.36333 ,8.15000 ,7.26667 ,5.79000 ,7.80667 ,8.72333 
5.08000 ,6.47667 ,7.37000 ,8.16667 ,7.29667 ,5.80333 ,7.85667 ,8.72000 
5.08000 ,6.49333 ,7.31333 ,8.17333 ,7.33333 ,5.69333 ,7.88000 ,8.66333 
5.08000 ,6.45667 ,7.23000 ,8.15000 ,7.33333 ,5.74333 ,7.88667 ,8.63333 
5.04333 ,6.41667 ,7.26000 ,8.06333 ,7.29667 ,5.80333 ,7.89667 ,8.62667 
5.07333 ,6.39667 ,7.28333 ,8.04000 ,7.29333 ,5.84000 ,7.86667 ,8.62000 
5.09000 ,6.39667 ,7.24333 ,8.12667 ,7.29333 ,5.81333 ,7.76333 ,8.64000 
5.11000 ,6.39000 ,7.26667 ,8.19333 ,7.37667 ,5.81000 ,7.86667 ,8.64667 
5.14000 ,6.42000 ,7.29000 ,8.17333 ,7.38333 ,5.76000 ,7.91667 ,8.70667 
5.17667 ,6.39000 ,7.29667 ,8.16000 ,7.34000 ,5.68667 ,7.92333 ,8.71333 
5.20667 ,6.44667 ,7.34000 ,8.13000 ,7.34000 ,5.71667 ,7.88667 ,8.70667 
5.26667 ,6.45667 ,7.32667 ,8.09333 ,7.26667 ,5.73667 ,7.82667 ,8.66333 
5.25333 ,6.44667 ,7.31000 ,8.07667 ,7.25000 ,5.75333 ,7.80667 ,8.60333 
5.20667 ,6.43333 ,7.27333 ,8.09000 ,7.25667 ,5.79667 ,7.80000 ,8.68333 
5.20000 ,6.35333 ,7.30333 ,8.08333 ,7.26000 ,5.78333 ,7.79333 ,8.73000 
5.31000 ,6.41000 ,7.32667 ,8.12000 ,7.28000 ,5.81000 ,7.79000 ,8.74333 
5.33333 ,6.49000 ,7.38333 ,8.08333 ,7.28667 ,5.79667 ,7.80000 ,8.70000 
5.35333 ,6.51333 ,7.33333 ,8.16000 ,7.34667 ,5.79667 ,7.86333 ,8.68333 
5.32000 ,6.49333 ,7.31333 ,8.16667 ,7.34000 ,5.73667 ,7.88000 ,8.64667 
5.33333 ,6.46333 ,7.26667 ,8.13667 ,7.35333 ,5.80333 ,7.85667 ,8.63333 
5.31000 ,6.41667 ,7.26000 ,8.09333 ,7.26667 ,5.83333 ,7.84333 ,8.62000 
5.32000 ,6.41667 ,7.26000 ,8.12000 ,7.17000 ,5.84667 ,7.79000 ,8.63333 
5.33333 ,6.39667 ,7.26000 ,8.16667 ,7.30333 ,5.81000 ,7.80667 ,8.67000 
5.35667 ,6.42667 ,7.28333 ,8.21000 ,7.37000 ,5.82667 ,7.88000 ,8.68667 
5.40667 ,6.44000 ,7.28333 ,8.16667 ,7.39667 ,5.76000 ,7.92333 ,8.70000 
5.41333 ,6.45667 ,7.32667 ,8.14333 ,7.29333 ,5.73667 ,7.89667 ,8.74333 
5.43000 ,6.48333 ,7.32667 ,8.10000 ,7.31667 ,5.74667 ,7.89667 ,8.69333 
5.43000 ,6.43333 ,7.33333 ,8.07667 ,7.27333 ,5.74333 ,7.81333 ,8.63333 
5.40667 ,6.45333 ,7.22333 ,8.09000 ,7.25000 ,5.78000 ,7.82000 ,8.59000 
5.40000 ,6.41000 ,7.15000 ,8.05333 ,7.26000 ,5.81000 ,7.78333 ,8.68667 
5.42000 ,6.38000 ,7.32667 ,8.10667 ,7.20000 ,5.84667 ,7.80000 ,8.75000 
5.49667 ,6.47000 ,7.35000 ,8.13667 ,7.28667 ,5.80333 ,7.80667 ,8.72000 
5.53333 ,6.44000 ,7.35000 ,8.15000 ,7.30333 ,5.74333 ,7.82667 ,8.70000 
5.51667 ,6.52000 ,7.32667 ,8.15000 ,7.34667 ,5.70667 ,7.88667 ,8.64000 
5.49333 ,6.48333 ,7.28000 ,8.16000 ,7.34667 ,5.76000 ,7.88667 ,8.65667 
5.48000 ,6.45333 ,7.27333 ,8.09333 ,7.31667 ,5.81333 ,7.86333 ,8.64000 
5.49667 ,6.41667 ,7.26000 ,8.01667 ,7.26000 ,5.87000 ,7.82667 ,8.62000 
5.46667 ,6.42667 ,7.25333 ,8.09000 ,7.28667 ,5.79667 ,7.79000 ,8.64667 
5.49333 ,6.42000 ,7.25333 ,8.19667 ,7.34667 ,5.80333 ,7.85000 ,8.65667 
5.49667 ,6.43333 ,7.29000 ,8.20333 ,7.40000 ,5.76000 ,7.88000 ,8.67667 
5.54000 ,6.39000 ,7.30333 ,8.15667 ,7.40000 ,5.75333 ,7.91667 ,8.70667 
5.56333 ,6.46333 ,7.33333 ,8.12667 ,7.33333 ,5.73667 ,7.89667 ,8.67000 
5.58333 ,6.49000 ,7.30333 ,8.09333 ,7.29667 ,5.74667 ,7.83667 ,8.65333 
5.56333 ,6.50667 ,7.32667 ,8.08333 ,7.26000 ,5.76667 ,7.82000 ,8.62000 
5.54000 ,6.45333 ,7.23000 ,8.09333 ,7.25000 ,5.79000 ,7.79000 ,8.65667 
5.52667 ,6.36667 ,7.28333 ,8.07667 ,7.27333 ,5.83333 ,7.79000 ,8.72000 
5.60000 ,6.43333 ,7.35000 ,8.11333 ,7.26000 ,5.82000 ,7.81333 ,8.75000 
5.63000 ,6.51333 ,7.37000 ,8.13667 ,7.30333 ,5.82000 ,7.82667 ,8.72000 
5.63667 ,6.52000 ,7.32667 ,8.17333 ,7.31667 ,5.79000 ,7.83667 ,8.69333 
5.60000 ,6.49333 ,7.30333 ,8.16000 ,7.32667 ,5.73000 ,7.89667 ,8.64000 
5.59000 ,6.47667 ,7.26000 ,8.07000 ,7.34000 ,5.80333 ,7.89333 ,8.62667 
5.57000 ,6.44000 ,7.24333 ,8.09000 ,7.26667 ,5.83333 ,7.82667 ,8.61000 
5.57000 ,6.43333 ,7.23667 ,8.11333 ,7.19000 ,5.86333 ,7.80000 ,8.62667 
5.56333 ,6.39000 ,7.26667 ,8.15667 ,7.29667 ,5.82000 ,7.77667 ,8.69333 
5.57000 ,6.41667 ,7.31000 ,8.22333 ,7.38333 ,5.79667 ,7.88000 ,8.61000 
5.60000 ,6.44667 ,7.28333 ,8.18667 ,7.37000 ,5.74667 ,7.94000 ,8.69333 
5.64333 ,6.50000 ,7.31333 ,8.14333 ,7.38333 ,5.73667 ,7.89667 ,8.72333 
5.66667 ,6.50000 ,7.31333 ,8.12000 ,7.26667 ,5.74667 ,7.81333 ,8.70000 
5.64333 ,6.45333 ,7.32667 ,8.08333 ,7.31667 ,5.74667 ,7.80000 ,8.61000 
5.62000 ,6.48333 ,7.28000 ,8.07000 ,7.22333 ,5.82000 ,7.80667 ,8.59000 
5.60667 ,6.42667 ,7.20000 ,8.08333 ,7.25000 ,5.77333 ,7.77000 ,8.69333 
5.60667 ,6.39000 ,7.31000 ,8.10000 ,7.25000 ,5.80333 ,7.79333 ,8.74333 
5.69333 ,6.48333 ,7.36333 ,8.14333 ,7.28667 ,5.82667 ,7.82667 ,8.72000 
5.69333 ,6.49333 ,7.35000 ,8.13000 ,7.32333 ,5.78000 ,7.85000 ,8.71333 
5.69333 ,6.53667 ,7.29667 ,8.16000 ,7.34000 ,5.73667 ,7.86667 ,8.67000 
5.67333 ,6.50000 ,7.28000 ,8.16000 ,7.34667 ,5.75333 ,7.87333 ,8.68333 
5.62667 ,6.45667 ,7.28000 ,8.12000 ,7.23667 ,5.82667 ,7.88000 ,8.59667 
5.64333 ,6.43333 ,7.24667 ,8.03333 ,7.24333 ,5.89333 ,7.82667 ,8.56667 
5.61333 ,6.43333 ,7.22333 ,8.13000 ,7.28667 ,5.82667 ,7.77667 ,8.62000 
5.63667 ,6.41667 ,7.25333 ,8.19667 ,7.34000 ,5.81000 ,7.85667 ,8.67000 
5.66667 ,6.44000 ,7.29667 ,8.19667 ,7.42667 ,5.77333 ,7.87333 ,8.68333 
5.65667 ,6.44000 ,7.31333 ,8.10667 ,7.31000 ,5.76667 ,7.91667 ,8.71333 
5.67333 ,6.46333 ,7.33333 ,8.12000 ,7.36333 ,5.73667 ,7.88667 ,8.71333 
5.72333 ,6.51333 ,7.31000 ,8.10000 ,7.23667 ,5.73667 ,7.83667 ,8.67667 
5.71000 ,6.49333 ,7.32000 ,8.09000 ,7.27333 ,5.76000 ,7.82667 ,8.61667 
5.66667 ,6.45333 ,7.28000 ,8.09000 ,7.23667 ,5.78333 ,7.76000 ,8.65333 
5.58333 ,6.39000 ,7.23667 ,8.07000 ,7.26667 ,5.81333 ,7.75333 ,8.72000 
5.70000 ,6.45333 ,7.34000 ,8.10667 ,7.26000 ,5.82667 ,7.79000 ,8.77333 
5.74667 ,6.51333 ,7.40000 ,8.13667 ,7.32667 ,5.81000 ,7.82667 ,8.73000 
5.74000 ,6.52000 ,7.32667 ,8.16667 ,7.33333 ,5.77333 ,7.85667 ,8.69333 
5.71000 ,6.51333 ,7.31333 ,8.16667 ,7.34667 ,5.74333 ,7.88000 ,8.66333 
5.71000 ,6.47667 ,7.27333 ,8.13667 ,7.34667 ,5.80333 ,7.87333 ,8.63333 
5.67333 ,6.45333 ,7.27333 ,8.10667 ,7.26667 ,5.84667 ,7.82667 ,8.61667 
5.68667 ,6.44000 ,7.25333 ,8.12667 ,7.20667 ,5.83333 ,7.79000 ,8.61667 
5.64333 ,6.40333 ,7.24333 ,8.14333 ,7.33333 ,5.80333 ,7.77667 ,8.67667 
5.67333 ,6.42000 ,7.26667 ,8.21000 ,7.34667 ,5.79667 ,7.86667 ,8.67667 
5.72333 ,6.47000 ,7.31000 ,8.16667 ,7.38333 ,5.76000 ,7.93333 ,8.71333 
5.73333 ,6.46333 ,7.33333 ,8.13667 ,7.35333 ,5.74667 ,7.89667 ,8.72000 
5.74667 ,6.49000 ,7.35667 ,8.09333 ,7.31667 ,5.76667 ,7.81333 ,8.69333 
5.65000 ,6.46333 ,7.32667 ,8.09000 ,7.25000 ,5.73667 ,7.80667 ,8.61000 
5.70333 ,6.49333 ,7.26000 ,8.09000 ,7.25000 ,5.78333 ,7.81333 ,8.61667 
5.70000 ,6.42000 ,7.21000 ,8.09000 ,7.24333 ,5.79667 ,7.79000 ,8.68333 
5.65667 ,6.39667 ,7.34000 ,8.09000 ,7.25667 ,5.81000 ,7.80667 ,8.75000 
5.77667 ,6.49000 ,7.34667 ,8.07667 ,7.29667 ,5.82667 ,7.76000 ,8.75000 
5.77667 ,6.49000 ,7.34667 ,8.15667 ,7.31000 ,5.78333 ,7.80667 ,8.69333 
5.74000 ,6.53667 ,7.31333 ,8.18667 ,7.34000 ,5.74667 ,7.86667 ,8.65667 
5.73333 ,6.48333 ,7.31333 ,8.16000 ,7.35333 ,5.74333 ,7.86333 ,8.66333 
5.70333 ,6.46333 ,7.24333 ,8.06333 ,7.27333 ,5.81333 ,7.87333 ,8.63333 
5.71000 ,6.43333 ,7.24667 ,8.02333 ,7.25667 ,5.86333 ,7.81333 ,8.61667 
5.71000 ,6.44000 ,7.25333 ,8.14333 ,7.26000 ,5.85000 ,7.77667 ,8.62667 
5.68667 ,6.41667 ,7.26000 ,8.15667 ,7.33333 ,5.81333 ,7.83000 ,8.67667 
5.71000 ,6.44000 ,7.31000 ,8.19333 ,7.41333 ,5.71333 ,7.88667 ,8.68667 
5.73333 ,6.42667 ,7.19333 ,8.16667 ,7.28667 ,5.74667 ,7.91000 ,8.72000 
5.73333 ,6.47667 ,7.31333 ,8.12667 ,7.34000 ,5.72333 ,7.86667 ,8.68333 
5.76667 ,6.49333 ,7.34000 ,8.09333 ,7.27333 ,5.72333 ,7.85000 ,8.69333 
5.75333 ,6.50000 ,7.30333 ,8.07000 ,7.27333 ,5.77333 ,7.80667 ,8.63333 
5.72333 ,6.47667 ,7.24333 ,8.08333 ,7.25667 ,5.76000 ,7.71667 ,8.65667 
5.65000 ,6.41667 ,7.25333 ,8.07667 ,7.22333 ,5.79667 ,7.80667 ,8.69333 
5.74000 ,6.44000 ,7.34667 ,8.12000 ,7.28667 ,5.82000 ,7.80667 ,8.78667 
5.79000 ,6.52000 ,7.38667 ,8.11333 ,7.32333 ,5.82667 ,7.82000 ,8.72333 
5.78333 ,6.52333 ,7.31333 ,8.12667 ,7.34000 ,5.79000 ,7.85000 ,8.68333 
5.75333 ,6.52000 ,7.29667 ,8.16000 ,7.34000 ,5.73000 ,7.85000 ,8.65667 
5.75333 ,6.47667 ,7.28000 ,8.15000 ,7.35333 ,5.80333 ,7.86667 ,8.65333 
5.70333 ,6.44667 ,7.24667 ,8.07667 ,7.26667 ,5.85000 ,7.82000 ,8.62000 
5.73000 ,6.44667 ,7.24667 ,8.10667 ,7.22333 ,5.86333 ,7.79333 ,8.62000 
5.71000 ,6.41000 ,7.20000 ,8.18667 ,7.30333 ,5.82667 ,7.78333 ,8.67000 
5.71000 ,6.44000 ,7.27333 ,8.22333 ,7.32667 ,5.78333 ,7.86333 ,8.69333 
5.74667 ,6.44000 ,7.32667 ,8.17333 ,7.43000 ,5.78333 ,7.91667 ,8.72000 
5.77000 ,6.49000 ,7.31000 ,8.10667 ,7.31667 ,5.72333 ,7.88667 ,8.71333 
5.78333 ,6.50667 ,7.34000 ,8.09000 ,7.35333 ,5.73667 ,7.84333 ,8.70667 
5.78333 ,6.44667 ,7.34000 ,8.07000 ,7.27333 ,5.73667 ,7.80667 ,8.60333 
5.73333 ,6.49000 ,7.28000 ,8.07000 ,7.26667 ,5.79667 ,7.82000 ,8.59000 
5.71000 ,6.43333 ,7.20667 ,8.07667 ,7.26000 ,5.82667 ,7.77000 ,8.66333 
5.69333 ,6.40333 ,7.32000 ,8.11333 ,7.27333 ,5.82000 ,7.77000 ,8.73667 
5.79667 ,6.47667 ,7.34000 ,8.12667 ,7.31667 ,5.76667 ,7.74000 ,8.75667 
5.77667 ,6.50667 ,7.35667 ,8.16000 ,7.26000 ,5.76000 ,7.82667 ,8.70667 
5.77667 ,6.53667 ,7.32000 ,8.16000 ,7.32667 ,5.76000 ,7.85000 ,8.65333 
5.76667 ,6.50000 ,7.29667 ,8.16667 ,7.34000 ,5.74667 ,7.88000 ,8.64667 
5.74000 ,6.47667 ,7.26667 ,8.12000 ,7.37667 ,5.82000 ,7.88000 ,8.62667 
5.71667 ,6.44000 ,7.24333 ,8.02667 ,7.26667 ,5.85000 ,7.79000 ,8.64000 
5.70333 ,6.43333 ,7.26000 ,8.15000 ,7.27333 ,5.84000 ,7.76333 ,8.62667 
5.72333 ,6.42667 ,7.21667 ,8.09333 ,7.34667 ,5.82000 ,7.82000 ,8.66333 
5.73000 ,6.47000 ,7.28333 ,8.18000 ,7.36000 ,5.76667 ,7.89333 ,8.67667 
5.73333 ,6.41000 ,7.32000 ,8.16000 ,7.38333 ,5.77333 ,7.92333 ,8.70000 
5.76667 ,6.46333 ,7.33333 ,8.12667 ,7.31000 ,5.73667 ,7.86667 ,8.72333 
5.77667 ,6.50667 ,7.32667 ,8.11333 ,7.30333 ,5.74333 ,7.82000 ,8.67667 
5.77667 ,6.49000 ,7.30333 ,8.09000 ,7.25000 ,5.76000 ,7.81333 ,8.64000 
5.74000 ,6.49333 ,7.24333 ,8.05667 ,7.25667 ,5.76667 ,7.77667 ,8.66333 
5.67333 ,6.41000 ,7.28333 ,8.05667 ,7.24333 ,5.82000 ,7.77000 ,8.70000 
5.74667 ,6.43333 ,7.35000 ,8.10667 ,7.26667 ,5.81333 ,7.79000 ,8.77333 
5.80667 ,6.51333 ,7.37667 ,8.13667 ,7.31000 ,5.82000 ,7.82667 ,8.76000 
5.81333 ,6.53000 ,7.32667 ,8.15667 ,7.32667 ,5.78333 ,7.84333 ,8.70000 
5.75333 ,6.50667 ,7.33333 ,8.16000 ,7.34667 ,5.73667 ,7.80000 ,8.65333 
5.73333 ,6.50000 ,7.28000 ,8.13000 ,7.30333 ,5.79667 ,7.86333 ,8.65333 
5.73000 ,6.45333 ,7.24667 ,8.04667 ,7.25000 ,5.85000 ,7.85000 ,8.63333 
5.73000 ,6.44667 ,7.24667 ,8.09333 ,7.25000 ,5.87667 ,7.78333 ,8.61000 
5.70333 ,6.38667 ,7.28000 ,8.16667 ,7.25667 ,5.84667 ,7.76000 ,8.65333 
5.73333 ,6.42667 ,7.28333 ,8.20333 ,7.39000 ,5.69333 ,7.82667 ,8.69333 
5.75333 ,6.49333 ,7.31000 ,8.15667 ,7.34000 ,5.74333 ,7.87333 ,8.69333 
5.77000 ,6.47667 ,7.31333 ,8.14333 ,7.35333 ,5.76667 ,7.89333 ,8.74333 
5.79667 ,6.48333 ,7.32000 ,8.10000 ,7.29667 ,5.76000 ,7.85667 ,8.68667 
5.73333 ,6.44667 ,7.32667 ,8.11333 ,7.28667 ,5.74667 ,7.80000 ,8.63333 
5.75333 ,6.49333 ,7.25333 ,8.03333 ,7.25000 ,5.76000 ,7.79000 ,8.59000 
5.72333 ,6.46333 ,7.20667 ,8.07000 ,7.26667 ,5.81000 ,7.77667 ,8.68333 
5.69333 ,6.39000 ,7.26667 ,8.11333 ,7.23000 ,5.83333 ,7.79000 ,8.72333 
5.79667 ,6.45667 ,7.32667 ,8.12667 ,7.29667 ,5.83333 ,7.77667 ,8.73667 
5.76667 ,6.50000 ,7.37000 ,8.16667 ,7.30333 ,5.78333 ,7.82667 ,8.72000 
5.81333 ,6.53000 ,7.31333 ,8.16667 ,7.33333 ,5.77333 ,7.85000 ,8.67000 
5.79667 ,6.49333 ,7.30333 ,8.14333 ,7.36333 ,5.73000 ,7.85667 ,8.63333 
5.72333 ,6.46333 ,7.30333 ,8.09333 ,7.32333 ,5.82000 ,7.87333 ,8.61000 
5.71667 ,6.45667 ,7.25333 ,8.02333 ,7.28667 ,5.85667 ,7.76000 ,8.62667 
5.71667 ,6.44667 ,7.23000 ,8.12667 ,7.26667 ,5.81333 ,7.74000 ,8.61000 
5.73333 ,6.43333 ,7.23667 ,8.16667 ,7.26667 ,5.82000 ,7.80000 ,8.65667 
