欠压160V,欠压180V,欠压200V,正常220V,老化10Ω,老化50Ω,线圈卡涩,过压240V
-0.05667 ,-0.04000 ,-0.11000 ,-0.11667 ,-0.16000 ,-0.07333 ,-0.14667 ,-0.10000 
-0.05667 ,-0.09333 ,-0.07333 ,-0.09000 ,-0.07333 ,-0.05000 ,-0.18333 ,-0.04333 
-0.06333 ,-0.08667 ,-0.06333 ,-0.05333 ,-0.08000 ,-0.11000 ,-0.12333 ,-0.12333 
-0.03333 ,-0.01333 ,-0.02000 ,-0.05333 ,-0.03000 ,-0.03000 ,-0.06333 ,-0.01333 
0.00333 ,-0.02000 ,0.00333 ,-0.01333 ,-0.04333 ,-0.01333 ,-0.04000 ,-0.02000 
-0.00333 ,-0.00333 ,-0.01333 ,-0.07333 ,-0.02667 ,-0.04333 ,-0.00667 ,-0.07000 
-0.11667 ,-0.01333 ,-0.04333 ,-0.04333 ,-0.00667 ,-0.01333 ,-0.02667 ,-0.02667 
-0.02667 ,-0.03333 ,-0.05667 ,-0.05000 ,-0.03667 ,-0.04333 ,-0.02000 ,-0.05667 
-0.02667 ,-0.01333 ,-0.04333 ,-0.02333 ,-0.05000 ,0.01000 ,-0.02667 ,-0.07333 
-0.06333 ,-0.08000 ,-0.05667 ,0.00667 ,-0.01333 ,-0.00667 ,-0.07000 ,-0.02000 
-0.05000 ,-0.07000 ,-0.04333 ,0.01667 ,-0.00667 ,-0.00667 ,0.01000 ,-0.03333 
-0.03333 ,-0.02667 ,-0.01333 ,0.02333 ,0.04333 ,-0.02000 ,0.01667 ,-0.01333 
0.00333 ,-0.00333 ,-0.01333 ,0.01333 ,0.03667 ,-0.03667 ,0.03000 ,0.01000 
0.01000 ,0.00333 ,0.01000 ,-0.08667 ,-0.02000 ,-0.05000 ,0.03333 ,0.01000 
-0.01333 ,-0.05000 ,0.02333 ,-0.03000 ,0.00000 ,-0.03000 ,-0.00667 ,-0.01333 
-0.00333 ,0.00333 ,-0.01333 ,-0.04333 ,-0.06667 ,-0.02667 ,-0.04333 ,-0.16667 
-0.01333 ,0.01000 ,-0.03333 ,-0.05000 ,0.00000 ,-0.01333 ,-0.05000 ,-0.01333 
-0.04333 ,-0.03333 ,-0.07333 ,-0.03000 ,-0.08000 ,0.01000 ,-0.03333 ,0.00333 
0.01000 ,-0.03333 ,0.00333 ,-0.01667 ,-0.05000 ,0.01000 ,-0.02000 ,0.01000 
-0.05667 ,-0.00333 ,0.04667 ,0.00000 ,-0.01333 ,0.01000 ,-0.02667 ,0.03333 
0.01000 ,0.02333 ,0.00333 ,0.01333 ,0.02333 ,-0.03000 ,-0.02000 ,0.01667 
0.03333 ,0.01667 ,0.01667 ,0.00000 ,0.00667 ,-0.05667 ,0.04667 ,-0.00667 
-0.00333 ,0.00333 ,0.00333 ,0.01667 ,0.00000 ,0.01000 ,0.03333 ,-0.04000 
0.01000 ,-0.01333 ,-0.02000 ,-0.03667 ,-0.00667 ,0.01667 ,0.02333 ,-0.06333 
-0.08000 ,-0.02667 ,-0.04000 ,-0.01333 ,-0.01333 ,0.03667 ,-0.02000 ,-0.04000 
-0.02667 ,-0.08000 ,-0.03333 ,-0.01333 ,-0.02000 ,-0.02000 ,-0.00333 ,-0.00667 
-0.02000 ,-0.00667 ,-0.02667 ,-0.05333 ,0.02333 ,-0.01333 ,0.00333 ,-0.00667 
-0.01333 ,-0.09333 ,-0.00333 ,0.00667 ,0.01667 ,-0.01333 ,0.05333 ,0.02333 
-0.00667 ,-0.03333 ,0.01000 ,0.01667 ,0.01000 ,-0.03000 ,0.03333 ,-0.08000 
-0.00333 ,0.00333 ,0.01667 ,-0.01333 ,0.01000 ,-0.01333 ,-0.00333 ,0.01000 
0.03000 ,0.01667 ,-0.04333 ,0.00000 ,-0.02000 ,-0.03000 ,-0.00667 ,-0.00333 
0.02333 ,0.04667 ,-0.01333 ,-0.00667 ,-0.05667 ,-0.00667 ,-0.00333 ,-0.02000 
-0.00667 ,-0.00667 ,-0.04000 ,-0.03000 ,0.01000 ,-0.05667 ,-0.02000 ,-0.01333 
-0.01333 ,-0.03333 ,0.04000 ,-0.01667 ,-0.04333 ,0.01000 ,-0.03333 ,0.04667 
0.03000 ,0.02333 ,0.02333 ,-0.00667 ,0.00667 ,0.02333 ,-0.00667 ,0.01000 
0.04000 ,0.01667 ,0.03333 ,0.00667 ,-0.03667 ,0.01000 ,-0.00667 ,0.03000 
0.03000 ,0.02333 ,0.03333 ,0.04333 ,0.01000 ,-0.00667 ,0.02333 ,-0.01333 
-0.08000 ,0.03000 ,0.02333 ,0.01333 ,0.00000 ,0.01667 ,0.00333 ,-0.02667 
-0.01333 ,0.01667 ,-0.03333 ,-0.01667 ,0.00667 ,0.00667 ,0.01000 ,-0.00667 
-0.00333 ,-0.01333 ,-0.03333 ,-0.05333 ,-0.02667 ,0.02333 ,0.01000 ,-0.00667 
-0.01333 ,-0.07000 ,-0.02000 ,0.01333 ,-0.02000 ,0.03667 ,0.00333 ,-0.02000 
-0.00667 ,-0.00667 ,-0.00667 ,0.03667 ,-0.00667 ,0.01667 ,-0.00333 ,-0.12333 
-0.01333 ,-0.03333 ,-0.01333 ,0.02333 ,0.03667 ,0.02333 ,0.01000 ,0.01000 
-0.01333 ,-0.02667 ,0.01667 ,0.00667 ,-0.00667 ,-0.03000 ,0.02333 ,0.01667 
0.01667 ,0.01000 ,0.01000 ,0.01667 ,0.01667 ,-0.03000 ,0.03000 ,0.02333 
0.03000 ,-0.02667 ,0.02333 ,-0.02333 ,0.00000 ,-0.02000 ,0.02333 ,-0.02667 
0.01000 ,0.00333 ,0.00333 ,-0.01333 ,-0.00667 ,-0.02000 ,0.01000 ,-0.01333 
-0.01333 ,0.00333 ,-0.04000 ,-0.09000 ,-0.00667 ,0.01000 ,-0.02667 ,0.01000 
-0.03333 ,-0.02000 ,-0.00333 ,-0.01667 ,-0.05000 ,-0.02000 ,-0.02667 ,0.02333 
0.00333 ,-0.00333 ,-0.00333 ,0.00667 ,-0.02667 ,-0.00667 ,-0.01333 ,0.01000 
0.02333 ,-0.00667 ,0.04667 ,0.00000 ,-0.00667 ,0.01667 ,-0.00667 ,0.02333 
0.01667 ,0.01000 ,0.04000 ,0.02333 ,0.02333 ,0.00000 ,-0.02000 ,0.02333 
0.02333 ,0.03333 ,0.01000 ,0.01667 ,0.02333 ,-0.02000 ,0.02333 ,0.01667 
0.00333 ,0.01000 ,-0.00667 ,0.01333 ,-0.05667 ,0.00667 ,0.03333 ,-0.00333 
-0.01333 ,-0.03333 ,-0.02000 ,0.00667 ,-0.01333 ,0.01000 ,0.02333 ,-0.15333 
-0.03333 ,0.03000 ,-0.01333 ,-0.01333 ,-0.02000 ,0.03000 ,0.01000 ,-0.04333 
-0.05000 ,-0.04000 ,-0.06333 ,-0.01333 ,0.01000 ,0.03000 ,0.01000 ,-0.00667 
-0.02667 ,-0.04000 ,-0.02667 ,0.05333 ,0.04667 ,0.01667 ,0.03333 ,-0.00333 
-0.01333 ,-0.07333 ,0.00333 ,0.05000 ,-0.00667 ,0.00667 ,0.06333 ,0.01000 
0.01667 ,-0.00667 ,0.00333 ,0.02333 ,0.00667 ,-0.02667 ,0.03333 ,0.01000 
0.04000 ,-0.00333 ,0.01667 ,-0.11667 ,0.00667 ,-0.03000 ,-0.02000 ,0.01667 
-0.00333 ,0.00333 ,0.00333 ,-0.01333 ,-0.00667 ,-0.02000 ,-0.00667 ,0.02333 
-0.02000 ,0.01000 ,-0.00667 ,-0.00667 ,0.00000 ,-0.02000 ,-0.02667 ,-0.00667 
-0.02000 ,-0.01333 ,0.00333 ,-0.02333 ,-0.02667 ,0.01667 ,-0.02667 ,0.01000 
0.01000 ,-0.02000 ,0.00333 ,-0.03667 ,-0.04333 ,0.00667 ,-0.00333 ,0.03333 
0.03000 ,0.02333 ,0.02333 ,0.02333 ,0.05333 ,0.03667 ,-0.02667 ,0.02333 
0.03333 ,0.02333 ,0.00333 ,0.01333 ,-0.03667 ,-0.03667 ,-0.01333 ,-0.00333 
0.03333 ,0.03000 ,0.00333 ,0.03667 ,0.03667 ,-0.01333 ,0.01667 ,-0.10000 
0.06333 ,0.01667 ,0.01000 ,0.00667 ,0.00000 ,0.01000 ,0.00333 ,-0.02667 
-0.01333 ,0.01667 ,-0.04000 ,-0.07333 ,0.01000 ,0.01667 ,0.01000 ,-0.02667 
-0.02000 ,-0.00333 ,-0.01333 ,0.04333 ,-0.02667 ,0.03000 ,0.01667 ,-0.00667 
-0.02667 ,-0.11000 ,-0.00667 ,0.04333 ,0.01000 ,-0.00667 ,-0.03333 ,-0.00333 
-0.01333 ,-0.04000 ,-0.02000 ,0.04333 ,-0.02000 ,0.01000 ,0.01667 ,-0.02667 
0.00333 ,-0.00333 ,-0.00333 ,0.00000 ,0.06000 ,0.01000 ,0.01000 ,0.00333 
-0.00667 ,0.00333 ,0.01667 ,0.01333 ,0.02333 ,-0.03000 ,0.03333 ,0.01667 
0.00333 ,-0.00667 ,0.01000 ,0.00667 ,0.03000 ,-0.01333 ,0.03000 ,0.01000 
-0.02000 ,-0.04000 ,0.03333 ,-0.01333 ,-0.06000 ,0.01000 ,0.01000 ,-0.02000 
0.01000 ,0.01667 ,-0.05667 ,-0.01333 ,-0.02667 ,-0.01333 ,0.01000 ,-0.01333 
0.02333 ,0.02333 ,-0.03333 ,-0.00667 ,-0.01333 ,-0.00667 ,-0.09333 ,0.00333 
-0.00333 ,-0.04000 ,0.00333 ,0.00000 ,-0.03000 ,0.00667 ,-0.04000 ,0.01667 
-0.00333 ,0.01000 ,0.01000 ,0.00667 ,0.00000 ,0.01667 ,-0.01333 ,-0.07000 
0.01667 ,0.01000 ,0.05333 ,-0.00667 ,-0.02667 ,0.03667 ,-0.02000 ,0.01667 
0.04000 ,0.02333 ,0.04000 ,-0.00667 ,0.01000 ,-0.00667 ,0.01667 ,0.01667 
0.03333 ,0.02333 ,0.04000 ,-0.01333 ,0.02333 ,-0.02000 ,0.02333 ,0.00333 
0.00333 ,0.01000 ,-0.01333 ,-0.02333 ,0.01000 ,0.01000 ,0.01000 ,-0.01333 
-0.00333 ,-0.00667 ,-0.02000 ,-0.00667 ,0.02333 ,0.01667 ,0.03333 ,-0.02000 
-0.03333 ,-0.00333 ,-0.02000 ,0.00667 ,0.00000 ,0.04333 ,0.01667 ,-0.00333 
-0.02000 ,-0.00667 ,0.00333 ,-0.01333 ,0.01000 ,0.05333 ,-0.00333 ,0.01667 
-0.02000 ,-0.00333 ,-0.00667 ,0.01333 ,0.02333 ,0.01667 ,0.01000 ,0.00333 
-0.01333 ,-0.10000 ,-0.00333 ,-0.00667 ,0.01000 ,-0.08667 ,0.01667 ,-0.01333 
0.01000 ,-0.02000 ,0.06000 ,-0.00667 ,-0.00667 ,-0.02000 ,-0.00667 ,0.01000 
